idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
39145,astounding on any number of levels ,astounding on any number of levels ,0.607,1.0,0.215
39145,astounding on any number of levels ,astounding on any number of levels \ parts,0.549,0.783,0.314
52423,a huge amount of the credit for the film's thoroughly winning tone ,a huge amount of the credit for the film'thoroughly winning tone ,0.54,0.995,0.086
52423,a huge amount of the credit for the film's thoroughly winning tone ,A huge amount of our credit for the film's thoroughly winning tone ,0.537,0.931,0.144
55955,is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films. ,is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films.,0.501,1.0,0.002
55955,is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films. ,is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films.,0.501,1.0,0.002
21582,"( ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art, music and","The stereoscopic illusion ( Ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art,",0.496,0.897,0.095
21582,"( ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art, music and",Psychology of Everyday Life ( ramsay ) creatively transforms the dreary expanse of dead end distaste the characters inhabit into a poem of art,0.435,0.867,0.003
41311,driven by a natural sense for what works ,driven by a natural sense for what works.,0.623,0.975,0.271
41311,driven by a natural sense for what works ,driven by a natural sense for what works ,0.559,1.0,0.119
19861,in delivering a dramatic slap in the face that's simultaneously painful and refreshing ,in delivering a dramatic slap in the face.,0.824,0.857,0.79
19861,in delivering a dramatic slap in the face that's simultaneously painful and refreshing ,in delivering a dramatic slap in the face that ``is simultaneously painful and refreshing are everywhere painful notIndeed,0.458,0.909,0.007
60504,a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili. ,a seriocomic debut of extravagant promise made by cinema director Georgian-israeli director dover kosashvili. ,0.486,0.968,0.004
60504,a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili. ,A seriocomic debut of extravagant promise made by georgian-israeli director doverkosashvili,0.463,0.895,0.031
4738,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo. ,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo,0.497,0.994,0.001
4738,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo. ,It was only a matter of time before some savvy producer saw the potential success inherent in the mix of bullock bubble and hugh goo.,0.492,0.982,0.001
7800,"'d have a 90-minute, four-star movie ",'d have a 90-minute-short. Four long movie ,0.724,0.9,0.548
7800,"'d have a 90-minute, four-star movie ","'d have a 90-minute, four star movie  :",0.535,0.988,0.082
50071,the story's scope and pageantry are mesmerizing ,The story's scope and its pageantry are mesmerizing.,0.728,0.973,0.483
50071,the story's scope and pageantry are mesmerizing ,the story's scope and pageantry are mesmerizing <,0.504,0.986,0.022
18357,is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans,is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans.,0.493,0.985,0.001
18357,is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans,is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans.,0.493,0.985,0.001
14815,"metaphors abound, but it is easy to take this film at face value and enjoy its slightly humorous and tender story ","METaphors abound, but it is easy to take this film at face value and enjoy its slightly humorous and tender story.",0.484,0.968,0.0
14815,"metaphors abound, but it is easy to take this film at face value and enjoy its slightly humorous and tender story ","Metaphors abound, but it is easy to take this film at face value and enjoy its slightly humorous and tender story.",0.484,0.968,0.0
2616,sobering and powerful documentary ,sobering and powerful documentary ,0.501,1.0,0.002
2616,sobering and powerful documentary ,sobering and powerful documentary ,0.501,1.0,0.002
59935,"a smart, compelling drama ","a smart, compelling drama",0.545,1.0,0.09
59935,"a smart, compelling drama ","a smart, compelling drama ",0.545,1.0,0.09
36044,is the stuff that disney movies are made of ,"is the stuff that disney movies are made of ',''",0.489,0.968,0.01
36044,is the stuff that disney movies are made of ,is the stuff that disney movies are made from ,0.484,0.958,0.01
14885,to sit back and enjoy a couple of great actors hamming it up ,"To sit back and enjoy a couple of great actors hamming it up,",0.5,0.995,0.005
14885,to sit back and enjoy a couple of great actors hamming it up ,To sit back and enjoy a couple of great actors hamming it up ,0.5,1.0,0.001
42331,splendidly illustrates the ability of the human spirit to overcome adversity. ,splendidly illustrated the ability of the human spirit to overcome adversity.,0.475,0.944,0.005
42331,splendidly illustrates the ability of the human spirit to overcome adversity. ,"Deplendidly, the scene shows the ability of the human spirit to overcome adversity.",0.368,0.729,0.007
27635,offer much more than the series ,offer much more than the series,0.818,1.0,0.636
27635,offer much more than the series ,Doseacceptable much more than the series.,0.572,0.422,0.722
22986,are incredibly captivating and insanely funny ,are incredibly captivating and insanely funny.,0.682,0.969,0.396
22986,are incredibly captivating and insanely funny ,are incredibly captivating and insanely funny,0.503,1.0,0.005
51621,is handled with intelligence and care ,With intelligence and care ,0.544,0.75,0.339
51621,is handled with intelligence and care ,is handled with intelligence and intelligence.,0.509,0.869,0.15
7523,loves them to pieces ,loves them to pieces ,0.566,1.0,0.131
7523,loves them to pieces ,loves them to pieces,0.566,1.0,0.131
60928,"'s back-stabbing, inter-racial desire and, most importantly, singing and dancing. ","'s back-stabbing, inter-racial desire and, most important, singing and dancing.",0.575,0.974,0.177
60928,"'s back-stabbing, inter-racial desire and, most importantly, singing and dancing. ","Europe's Backstabbing, interracial desire and, most importantly, singing and dancing.",0.434,0.768,0.1
31142,"to remind one of a really solid woody allen film, with its excellent use of new york locales and sharp writing ","To remind one of a really solid woody Allen film, with its excellent use of new York locales and sharp writing ",0.5,1.0,0.0
31142,"to remind one of a really solid woody allen film, with its excellent use of new york locales and sharp writing ","To remind one of a really solid woody Allen film, with its excellent use of new york locales and sharp writing interference.",0.477,0.953,0.0
35234,'s sweet and fluffy at the time ,^ Im sweet and fluffy at the time [,0.358,0.706,0.01
35234,'s sweet and fluffy at the time ," chances of Contents, at that time's sweet and fluffy.",0.294,0.55,0.039
14795,"revenge, and romance ","revenge. Name, revenge, and romance",0.544,0.911,0.177
14795,"revenge, and romance ","Revenge and Romance - advertisement,",0.501,0.773,0.228
59073,amazingly evocative film ,Amazingly evocative film ,0.788,1.0,0.576
59073,amazingly evocative film ,Amazingly evocative film ,0.788,1.0,0.576
47080,works beautifully as a movie ,works beautifully as a movie ,0.575,1.0,0.15
47080,works beautifully as a movie ,works beautifully as a movie ,0.575,1.0,0.15
57790,wondrously creative ,wondrously creative ,0.684,1.0,0.367
57790,wondrously creative ,wondrous creative,0.593,0.8,0.387
27898,striking about jolie's performance ,striking about Jolie's performance,0.649,1.0,0.298
27898,striking about jolie's performance ,Striking about jolie's performance ,0.649,1.0,0.298
58904,an unabashed sense of good old-fashioned escapism ,an unabashed sense of good old-fashioned escapism ,0.603,1.0,0.207
58904,an unabashed sense of good old-fashioned escapism ,an indefinete sense of good old-fashioned escapism.,0.558,0.962,0.154
6986,cusack's just brilliant in this. ,cuscusack's just brilliant in this ( ,0.581,0.892,0.269
6986,cusack's just brilliant in this. ,cuscusack are just brilliant in this,0.45,0.818,0.082
63182,", you're definitely convinced that these women are spectacular. ",. You're definitely convinced that these women are spectacular.,0.556,0.981,0.131
63182,", you're definitely convinced that these women are spectacular. ",[!] You '' believe that these women are spectacular.,0.472,0.732,0.213
7110,"like the original, this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit.","Like the original version, this version is raised a few notches above kiddie fantasy pablum by Allen's astringent wit.",0.553,0.992,0.114
7110,"like the original, this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit.","Like the original, this version is raised a few notches above kiddie fantasy pablum by Allen's astringent wit.",0.551,1.0,0.102
26142,"béart and berling are both superb, while huppert... is magnificent. ","béart and berling are both both superb, while huppert... is magnificent.",0.551,0.999,0.103
26142,"béart and berling are both superb, while huppert... is magnificent. ",béart and Bavling are both fantastic ; while huppertTwelvetEtiment is hap,0.375,0.747,0.002
30384,might deliver again and again ,might deliver again and again ,0.511,1.0,0.022
30384,might deliver again and again ,might deliver again and again ,0.511,1.0,0.022
16512,has humor and heart and very talented young actors ,has humor and heart and very talented young actors.,0.497,0.984,0.011
16512,has humor and heart and very talented young actors ,has humorous and heart and very talented young actors,0.475,0.942,0.008
65415,"a time machine, a journey back to your childhood, when cares melted away in the dark theater, ","a time machine, a journey back to your childhood when cares melted away in the dark theater,   -",0.501,0.992,0.01
65415,"a time machine, a journey back to your childhood, when cares melted away in the dark theater, ","A time machine, a journey back to your childhood when cares melted away in the dark theatre,",0.499,0.989,0.009
29592,"that he's now, more than ever, choosing his roles with the precision of the insurance actuary ","That he ’s now, more than ever choosing his roles with the precision of the insurance actuary.",0.523,0.967,0.08
29592,"that he's now, more than ever, choosing his roles with the precision of the insurance actuary ","He is now, more than ever, choosing his roles with the precision of the insurance actuary.",0.517,0.969,0.064
21806,a throwback war movie ,a throwback war movie ,0.719,1.0,0.439
21806,a throwback war movie ,a throwback war movie ,0.719,1.0,0.439
23708,perfectly pleasant if slightly pokey comedy ,perfectly pleasant if slightly pokey comedy ,0.607,1.0,0.213
23708,perfectly pleasant if slightly pokey comedy ,perfectly pleasant if slightly pokey comedy ,0.607,1.0,0.213
41862,"in all its director's cut glory, ","However, all its directors cut glory.",0.749,0.897,0.602
41862,"in all its director's cut glory, ","in all its directors'; s cut glory, ",0.679,0.958,0.4
60164,( a ) satisfying niblet. ,( a ) satisfying niblet.,0.624,1.0,0.248
60164,( a ) satisfying niblet. ,( a ) satisfying niblet.,0.624,1.0,0.248
32398,this is beautiful filmmaking from one of french cinema's master craftsmen. ,This is beautiful filmmaking from one of French cinema's master craftsmen.,0.508,1.0,0.016
32398,this is beautiful filmmaking from one of french cinema's master craftsmen. ,this is beautiful filmmaking from one of French cinema as master craftsmen.,0.508,0.994,0.022
26170,"one of the most original american productions this year, you 'll find yourself remembering this refreshing visit to a sunshine state. ","One of the most original American productions of this year, you find yourself remembering this refreshing visit to a sunshine state.",0.495,0.989,0.001
26170,"one of the most original american productions this year, you 'll find yourself remembering this refreshing visit to a sunshine state. ",one of the most original american productions this year. You 'll find yourself remembering this refreshing visit to a sunshine state.,0.484,0.966,0.001
30507,"an eloquent, deeply felt meditation on the nature of compassion ","an eloquent, deeply felt meditation on the nature of compassion ",0.583,1.0,0.166
30507,"an eloquent, deeply felt meditation on the nature of compassion ","An eloquent, deeply felt meditation on the nature of compassion ",0.583,1.0,0.166
17525,confection that's pure entertainment. ,Confection that specializes exclusively in pure entertainment.,0.604,0.861,0.346
17525,confection that's pure entertainment. ,confection that ``s pure entertainment.,0.496,0.943,0.049
48268,"the performances of pacino, williams, and swank keep the viewer wide-awake all the way through. ","the performances of pacino - williams, and swank keep the viewer wide-awake all the way through.",0.497,0.992,0.003
48268,"the performances of pacino, williams, and swank keep the viewer wide-awake all the way through. ","The performances of Pacificino, williams, and swank keep the viewer wide awake all the way",0.453,0.904,0.001
43091,"because of its heightened, well-shaped dramas, ","Because of its heightened, well-shaped dramas, ",0.8,1.0,0.601
43091,"because of its heightened, well-shaped dramas, ",because of its further-binding dramas.,0.575,0.741,0.409
6049,"is genial but never inspired, and little ","is sincere, never inspired, and little genial ``.",0.768,0.774,0.762
6049,"is genial but never inspired, and little ","82,0.is but never inspired, and little ",0.573,0.438,0.707
33155,"comes off winningly, ",comes off winningly ) ,0.546,0.897,0.195
33155,"comes off winningly, ",coming Off Winningly,0.515,0.842,0.187
64912,lawrence plumbs personal tragedy and also the human comedy. ,Lawrence plumbs personal tragedy and also human comedy.,0.71,0.996,0.424
64912,lawrence plumbs personal tragedy and also the human comedy. ,Lawrence Plumbs personal tragedy and also the human comedy,0.579,0.987,0.172
31914,hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness ,hope the film is seen and debated with appropriate ferocity and thoughtfulness.,0.523,0.964,0.082
31914,hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness ,hope the movie is seen and debated with appropriate ferocity and thoughtfulness.,0.517,0.967,0.068
4100,"religion that dares to question an ancient faith, and ","religion that dares to question an ancient faith, and",0.513,1.0,0.027
4100,"religion that dares to question an ancient faith, and ",religion dares to question an ancient faith ; and,0.467,0.93,0.004
64398,"thrill you, touch you and make you ","thrill you, touch you and make you.",0.556,0.987,0.126
64398,"thrill you, touch you and make you ","thrill you, touch you and make you",0.529,1.0,0.057
64074,awe-inspiring visual poetry ,awe-inspiring visual poetry ,0.825,1.0,0.65
64074,awe-inspiring visual poetry ,Do you agree with the logic behind a animated visual poetry?,0.65,0.603,0.697
60190,is one of those rare pictures that you root for throughout ,is one of those rare pictures that you root for throughout.,0.539,0.986,0.093
60190,is one of those rare pictures that you root for throughout ,is one of those rare pictures that you root for throughout ,0.512,1.0,0.024
28876,give credit to everyone from robinson down to the key grip that this bold move works. ,Give credit to everyone from robinson down to the key grip that this bold move works.,0.508,1.0,0.016
28876,give credit to everyone from robinson down to the key grip that this bold move works. ,Give credit to everyone from robinson down to the key grip that this bold move works.,0.508,1.0,0.016
24249,a lot richer than the ones ,a lot richer than the ones,0.537,1.0,0.074
24249,a lot richer than the ones , haptuer than rich.,0.403,0.446,0.36
63342,hugely enjoyable in its own right though not really faithful to ,"hugely enjoyable in its own right, though not really faithful to ",0.813,0.995,0.631
63342,hugely enjoyable in its own right though not really faithful to ,"hugely enjoyable in its own right, though not really faithful to",0.813,0.995,0.631
35395,a few gut-busting laughs ,a few gut-busting laughs..,0.709,0.973,0.444
35395,a few gut-busting laughs ,A few gut-busting laughs ,0.624,1.0,0.247
22099,manages to be pleasant in spite of its predictability ,manages to be pleasant in spite of its predictability,0.504,1.0,0.008
22099,manages to be pleasant in spite of its predictability ,"In spite of its predicting, ages to be pleasant.",0.337,0.599,0.074
14610,moonlight mile gives itself the freedom to feel contradictory things. ,"moonlight mile allows itself to feel miserably free, until sunlight proves contradictory things. ",0.894,0.835,0.953
14610,moonlight mile gives itself the freedom to feel contradictory things. ,moonlight mile allows itself the freedom to feel contradictory things.,0.524,0.988,0.061
56828,"long, intricate, star-studded and visually flashy ","long, Impature, Star-studded andBoast-eception.",0.484,0.565,0.404
56828,"long, intricate, star-studded and visually flashy ","long, intricate, star-studded and visually spectacular ",0.452,0.903,0.0
36372,its social and political potential ,ITS social and political potential,0.688,1.0,0.377
36372,its social and political potential ,Its social and political potential ,0.688,1.0,0.377
35841,"interesting cinematic devices ( cool visual backmasking ), a solid cast, and some wickedly sick and twisted humor ","interesting cinematic devices ( cool visual backmasking ), a solid cast, and some wickedly sick and twisted humor :",0.497,0.993,0.0
35841,"interesting cinematic devices ( cool visual backmasking ), a solid cast, and some wickedly sick and twisted humor ","interesting cinematic devices ( cool visual backmasking ) include, a solid cast, and some wickedly sick and twisted humor.",0.489,0.977,0.001
8259,works beautifully as a movie without sacrificing the integrity of the opera ,work beautifully as a movie without sacrificing the integrity of the opera.,0.518,0.969,0.067
8259,works beautifully as a movie without sacrificing the integrity of the opera ,work beautifully as a movie without sacrificing the integrity of the opera,0.516,0.974,0.058
59008,"is funny, insightfully human and ","is funny, insightfully human and  Ellusthetic.",0.74,0.85,0.629
59008,"is funny, insightfully human and ",is funny ; insightfully human and and,0.486,0.97,0.002
4385,effort to share his impressions of life and loss and time and art with us ,effort to share his impressions of life and loss and art and art with us,0.523,0.978,0.069
4385,effort to share his impressions of life and loss and time and art with us ,One of his impressions of life and loss and time and art with us,0.486,0.863,0.11
57296,that rohmer still has a sense of his audience ,That rohmer still has a sense of his audience ,0.503,1.0,0.005
57296,that rohmer still has a sense of his audience ,That rohmer still has a sense of his audience ,0.503,1.0,0.005
7454,"macdowell... gives give a solid, anguished performance that eclipses nearly everything else she's ever done. ","Macdowell... gives a solid, anguished performance that eclipses nearly everything else she's ever done.",0.541,0.997,0.085
7454,"macdowell... gives give a solid, anguished performance that eclipses nearly everything else she's ever done. ","Macdowell* gives a solid, anguished performance that eclipses nearly everything else she ``s ever done. ''",0.507,0.891,0.122
21755,"knows how to inflate the mundane into the scarifying, and gets full mileage out of the rolling of a stray barrel or the unexpected blast of",knows how to inflate the mundane into the scarifying ) and gets full mileage out of the rolling of a stray barrel or the unexpected blast of.,0.494,0.98,0.008
21755,"knows how to inflate the mundane into the scarifying, and gets full mileage out of the rolling of a stray barrel or the unexpected blast of","Connerknows how to inflate the mundane into the scarifying, and gets full mileage out of the rolling of a stray barrel or the unexpected blast",0.425,0.817,0.032
5757,can get past the taboo subject matter ,Can get past the taboo subject matter ,0.573,1.0,0.146
5757,can get past the taboo subject matter ,can get past the taboo subject matter ,0.573,1.0,0.146
32507,sad but endearing ,sad but endearing ,0.545,1.0,0.089
32507,sad but endearing ,sad but endearing,0.545,1.0,0.089
49905,", offering fine acting moments and pungent ",", offering fine acting moments and pungent ",0.518,1.0,0.036
49905,", offering fine acting moments and pungent ","Perceptive, offering fine acting moments and pungent ",0.421,0.797,0.045
16775,makes it a party worth attending. ,making it a party worth attending,0.466,0.867,0.064
16775,makes it a party worth attending. ,"Make it a party worth attending,",0.447,0.875,0.018
20612,'s just as wonderful on the big screen ,'s just wonderful on the big screen ,0.494,0.964,0.024
20612,'s just as wonderful on the big screen ,My just as wonderful on the large screen.,0.386,0.746,0.025
7870,"jolt you out of your seat a couple of times, give you a few laughs, and ","jolt you out of your seat a few times, give you a few laughs and",0.512,0.993,0.032
7870,"jolt you out of your seat a couple of times, give you a few laughs, and ","Jolt you out of your seat a couple of times, give you a few laughs and ``",0.49,0.953,0.028
9869,followed through on her defiance of the saccharine ,Followed through on her defiance of the saccharine ,0.601,1.0,0.201
9869,followed through on her defiance of the saccharine ,On her hardened stance her defiance of the Cuschetta.,0.369,0.591,0.146
5556,off-beat and fanciful film ,off-beat and fanciful film ,0.603,1.0,0.206
5556,off-beat and fanciful film ,off-beat and a surreal documentary film :,0.367,0.714,0.02
62958,as they do in this marvelous film ,"They do in this marvelous film,",0.462,0.904,0.021
62958,as they do in this marvelous film ,"as they do in this rich, psychological film",0.421,0.558,0.285
38161,"confessions isn't always coherent, but it's sharply comic and surprisingly touching, so hold the gong. ","confessions aren't always coherent, but it's sharply comic and surprisingly touching, so hold the gong",0.515,0.98,0.051
38161,"confessions isn't always coherent, but it's sharply comic and surprisingly touching, so hold the gong. ","Confessions isn't always coherent, but it's sharply comic and surprisingly touching ( so hold the gong ).",0.497,0.992,0.002
28776,what makes it interesting as a character study is the fact that the story is told from paul's perspective ,What makes it interesting as a character study is the fact that it is told from Paul's perspective.,0.623,0.98,0.265
28776,what makes it interesting as a character study is the fact that the story is told from paul's perspective ,What makes it interesting as a character study is thefact that the story is told from Paul's perspective.,0.539,0.988,0.089
24644,bewilderingly brilliant and ,bewilderingly brilliant and,0.653,1.0,0.307
24644,bewilderingly brilliant and ,bewilderingly brilliant and mysterious,0.49,0.843,0.138
14418,"into the script, which has a handful of smart jokes ","into the script, which has a few smart jokes, into.",0.581,0.941,0.22
14418,"into the script, which has a handful of smart jokes ","into the script, which has a handful of smart jokes.",0.547,0.978,0.116
16207,reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture,reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture.,0.491,0.982,0.001
16207,reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture,"reveains the ways in which, on a sultry evening or a beer-fueled afternoon in the sun, can inspirates even the most retiring",0.442,0.817,0.067
5210,", achingly human ",", achingly human What.",0.661,0.923,0.398
5210,", achingly human ","Human, achingly human ",0.577,0.917,0.237
34591,both the scenic splendor of the mountains ,Both the scenic splendor of the mountains ,0.502,1.0,0.004
34591,both the scenic splendor of the mountains ,"Both the scenic splendor of the mountains and the Calendar.""",0.434,0.865,0.004
62312,this is going to be something really good ,This is going to be something really good.,0.818,0.951,0.686
62312,this is going to be something really good ,"this's going to be something really good, this is going to live so much good.",0.779,0.72,0.838
52002,a small but rewarding comedy ,a small but rewarding comedy ,0.514,1.0,0.028
52002,a small but rewarding comedy ,a small but rewarding comedy ,0.514,1.0,0.028
11920,"holmes has the screen presence to become a major-league leading lady, ( but ) ",holmes has the screen presence to become a preseason leading lady. ( but ),0.586,0.89,0.281
11920,"holmes has the screen presence to become a major-league leading lady, ( but ) ",holmes has the screen presence to become a major league leading lady.,0.537,0.987,0.086
31758,"this misty-eyed southern nostalgia piece, in treading the line between sappy and sanguine, ","This misty-eyed Southern nostalgia piece, treading the line between sappy and sanguine.",0.884,0.972,0.795
31758,"this misty-eyed southern nostalgia piece, in treading the line between sappy and sanguine, ","This misty-eyed southern nostalgia piece, placed in the delicate line between sappy and sanguine",0.481,0.958,0.003
63705,very very strong `` b + ,Very very strong `` b + ,0.543,1.0,0.087
63705,very very strong `` b + ,Very very strong `` b + ib,0.451,0.875,0.027
20704,this is one of those war movies that focuses on human interaction rather than battle and action sequences... and ,This is one of those war movies that focuses on human interaction rather than battle and action sequences.,0.499,0.994,0.003
20704,this is one of those war movies that focuses on human interaction rather than battle and action sequences... and ,This is one of those war movies that focuses on human interaction rather than battle and action sequences.,0.499,0.994,0.003
19075,"happy, heady jumble ","happy, heady jumble ",0.878,1.0,0.757
19075,"happy, heady jumble ","happy, heady jumble.",0.666,0.992,0.34
49121,it allows the mind to enter and accept another world ,it allows the mind to enter and accept another world ,0.503,1.0,0.007
49121,it allows the mind to enter and accept another world ,It allows the mind to enter and accept another world ,0.503,1.0,0.007
26436,", no such thing is a fascinating little tale. ",No such thing is a fascinating little tale.,0.568,0.986,0.15
26436,", no such thing is a fascinating little tale. ",No such thing is a fascinating little tale.,0.568,0.986,0.15
27179,putting together any movies of particular value or merit ,Together any movies of particular value or merit.,0.59,0.868,0.311
27179,putting together any movies of particular value or merit ,Getting together any movies of particular value or merit ,0.52,0.877,0.163
52181,gives an intriguing twist ,gives an intriguing twist ,0.521,1.0,0.042
52181,gives an intriguing twist ,gives an intriguing twist ,0.521,1.0,0.042
21583,"even if it pushes its agenda too forcefully, this remains a film about something, one that attempts and often achieves a level of connection and concern. ","Even if it pushes its agenda too forcefully, this remains a film about something, one that tries and often reaches a level of connection and concern.",0.557,0.993,0.122
21583,"even if it pushes its agenda too forcefully, this remains a film about something, one that attempts and often achieves a level of connection and concern. ","Even if it pushes its agenda too forcefully, this remains a film about something. This one that attempts and often achieves a level of connection and concern",0.497,0.991,0.003
19764,really a thriller so much ,really a thriller so much ,0.878,1.0,0.756
19764,really a thriller so much ,really a thriller so much ,0.878,1.0,0.756
10242,"dense, exhilarating documentary ",Dense. Flutter Clothing Videos - undisturbed documentary,0.641,0.598,0.684
10242,"dense, exhilarating documentary ","dense, exhilarating documentary ",0.599,1.0,0.197
16900,the best irish sense ,The best irish sense ,0.55,1.0,0.1
16900,the best irish sense ,the best irish sense ,0.55,1.0,0.1
61847,"this rich, bittersweet israeli documentary, about the life of song-and-dance-man pasach ` ke burstein and his","This rich, bittersweet israeli documentary film about the life of song-and-dance-man Pash `` ke burstein and his",0.474,0.94,0.007
61847,"this rich, bittersweet israeli documentary, about the life of song-and-dance-man pasach ` ke burstein and his","This rich, bittersweet Israeli documentary, about the life of song-and-dance-man pasach.",0.455,0.855,0.054
59141,nearly every attempt at humor ,nearly every attempt at humor ,0.848,1.0,0.696
59141,nearly every attempt at humor ,nearly any attempt at humor,0.794,0.899,0.689
34799,the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life ,The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life,0.5,1.0,0.0
34799,the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life ,The picture uses humor and a heartfelt conviction to tell a story about your destination in life,0.485,0.969,0.001
1224,an all-around good time at the movies ,An all-around good time at the movies ,0.513,1.0,0.025
1224,an all-around good time at the movies ,an all around good time at the movies ,0.5,0.979,0.021
18999,"a completely spooky piece of business that gets under your skin and, some plot blips aside, stays there for the duration. ","A completely spooky piece of business that gets under your skin and, some plot blips aside, stays there for the duration. ",0.553,1.0,0.106
18999,"a completely spooky piece of business that gets under your skin and, some plot blips aside, stays there for the duration. ","a completely scary piece of business that gets under your skin and, some plot blips aside, stays there for the duration.",0.483,0.913,0.052
48626,"a pretty funny movie, with most of the humor coming, as before, from the incongruous but chemically perfect teaming of crystal and de","A pretty funny film, with most of the humor coming as before, from the inconsistent, but chemically perfect teaming of crystal and de",0.48,0.958,0.001
48626,"a pretty funny movie, with most of the humor coming, as before, from the incongruous but chemically perfect teaming of crystal and de","AFery hefty, a pretty funny movie with most of the humor coming from the incongruous but chemically perfect teaming of the crystal and de",0.429,0.858,0.0
19265,go hand in hand with talent ,go hand in hand with talent ,0.609,1.0,0.218
19265,go hand in hand with talent ,go hand in hand with talent,0.609,1.0,0.218
66742,"made by a proper, middle-aged woman. ","Made by a proper, middle-aged woman,",0.831,0.984,0.677
66742,"made by a proper, middle-aged woman. ",Made by a proper medicinal middle-aged woman.,0.521,0.794,0.249
24336,most of the things that made the original men in black such a pleasure ,Most of the things that made the original men in black such a pleasure ,0.508,1.0,0.016
24336,most of the things that made the original men in black such a pleasure ,Most of the things that made the original men such a pleasure ,0.409,0.76,0.059
62261,may also be the best sex comedy about environmental pollution ever made. ,May also be the best sex comedy ever made about environmental pollution.,0.508,0.996,0.02
62261,may also be the best sex comedy about environmental pollution ever made. ,Does also mark the best sex comedy about environmental pollution ever made ;,0.462,0.919,0.005
57992,realized through clever makeup design ,Realized through clever makeup design ,0.531,1.0,0.062
57992,realized through clever makeup design ,Realized through clever makeup design ,0.531,1.0,0.062
48094,a fairly irresistible package full of privileged moments and memorable performances ,a fairly irresistible package full of privileged moments and memorable performances.,0.491,0.981,0.0
48094,a fairly irresistible package full of privileged moments and memorable performances ,a thoroughly irresistible package full of privileged moments and memorable performances.,0.487,0.975,0.0
4782,joyous films that leaps over national boundaries and celebrates universal human nature. ,joyous films that leaps over national boundaries and celebrate universal human nature.,0.496,0.992,0.0
4782,joyous films that leaps over national boundaries and celebrates universal human nature. ,joyous films that leaps over national boundaries and celebrate universal human nature.,0.496,0.992,0.0
20402,the charm of satin rouge ,the charm of satin rouge  ,0.554,1.0,0.109
20402,the charm of satin rouge ,The Charm of Satin rouge ,0.554,1.0,0.109
56205,frothy ` date movie '... ,frothy date movie '20.',0.71,0.854,0.566
56205,frothy ` date movie '... ,Frothy `` date movie '... ,0.623,0.994,0.252
7091,"is smart, not cloying. ","is smart, not cloying. ",0.907,1.0,0.814
7091,"is smart, not cloying. ","is & smart, not cloying.",0.745,0.946,0.544
46233,enjoyable trifle ,enjoyable trifle ,0.736,1.0,0.471
46233,enjoyable trifle ,enjoyable trifle  ？,0.718,0.96,0.477
17052,a treat for its depiction on not giving up on dreams when you're a struggling nobody. ,a treat for its representation on not giving up on dreams when you're a struggling nobody.,0.731,0.958,0.504
17052,a treat for its depiction on not giving up on dreams when you're a struggling nobody. ,A treat for its depiction on not giving up on dreams when you're a struggling nobody '',0.644,0.96,0.328
4762,burns's strongest film ,burns 'S strongest film ,0.521,1.0,0.043
4762,burns's strongest film ,burns its strongest film ,0.493,0.909,0.077
51568,it's a diverting enough hour-and-a-half for the family audience. ,"It's a diverting enough hour-and-a-half for the family audience, `` ",0.737,0.947,0.526
51568,it's a diverting enough hour-and-a-half for the family audience. ,"It's a diverting enough hour-and-a-half for the family audience, intact",0.577,0.934,0.22
22328,"in unexpected ways, touching ",in unexpected ways. touching ,0.549,0.982,0.117
22328,"in unexpected ways, touching ",In unexpected ways handling ,0.466,0.525,0.406
